"date","time_of_day","away","away_points","home","home_points","homewins","awaywins","loc","team","opp","daysrest","oppdaysrest","homedaysrest","awaydaysrest","rest_adjusted_hfa","wp"
2021-10-19,"7:30p","Brooklyn Nets",NA,"Milwaukee Bucks",NA,54.312641,45.964428,"away","Brooklyn Nets","Milwaukee Bucks",2,2,2,2,0.599,0.303281511604695
2021-10-19,"7:30p","Brooklyn Nets",NA,"Milwaukee Bucks",NA,54.312641,45.964428,"home","Milwaukee Bucks","Brooklyn Nets",2,2,2,2,0.599,0.696718488395305
2021-10-19,"10:00p","Golden State Warriors",NA,"Los Angeles Lakers",NA,44.668518,40.618141,"away","Golden State Warriors","Los Angeles Lakers",2,2,2,2,0.599,0.35449014219324
2021-10-19,"10:00p","Golden State Warriors",NA,"Los Angeles Lakers",NA,44.668518,40.618141,"home","Los Angeles Lakers","Golden State Warriors",2,2,2,2,0.599,0.64550985780676
2021-10-20,"7:00p","Indiana Pacers",NA,"Charlotte Hornets",NA,39.800102,43.908585,"away","Indiana Pacers","Charlotte Hornets",2,2,2,2,0.599,0.450009846539722
2021-10-20,"7:00p","Indiana Pacers",NA,"Charlotte Hornets",NA,39.800102,43.908585,"home","Charlotte Hornets","Indiana Pacers",2,2,2,2,0.599,0.549990153460278
2021-10-20,"7:00p","Chicago Bulls",NA,"Detroit Pistons",NA,24.243305,45.198608,"away","Chicago Bulls","Detroit Pistons",2,2,2,2,0.599,0.662024515328635
2021-10-20,"7:00p","Chicago Bulls",NA,"Detroit Pistons",NA,24.243305,45.198608,"home","Detroit Pistons","Chicago Bulls",2,2,2,2,0.599,0.337975484671365
2021-10-20,"7:30p","Boston Celtics",NA,"New York Knicks",NA,44.873619,45.801453,"away","Boston Celtics","New York Knicks",2,2,2,2,0.599,0.412043118964536
2021-10-20,"7:30p","Boston Celtics",NA,"New York Knicks",NA,44.873619,45.801453,"home","New York Knicks","Boston Celtics",2,2,2,2,0.599,0.587956881035464
2021-10-20,"7:30p","Washington Wizards",NA,"Toronto Raptors",NA,35.097378,36.266842,"away","Washington Wizards","Toronto Raptors",2,2,2,2,0.599,0.415014711498389
2021-10-20,"7:30p","Washington Wizards",NA,"Toronto Raptors",NA,35.097378,36.266842,"home","Toronto Raptors","Washington Wizards",2,2,2,2,0.599,0.584985288501611
2021-10-20,"8:00p","Cleveland Cavaliers",NA,"Memphis Grizzlies",NA,44.425838,28.529375,"away","Cleveland Cavaliers","Memphis Grizzlies",2,2,2,2,0.599,0.232008803332258
2021-10-20,"8:00p","Cleveland Cavaliers",NA,"Memphis Grizzlies",NA,44.425838,28.529375,"home","Memphis Grizzlies","Cleveland Cavaliers",2,2,2,2,0.599,0.767991196667742
2021-10-20,"8:00p","Houston Rockets",NA,"Minnesota Timberwolves",NA,32.180462,26.985378,"away","Houston Rockets","Minnesota Timberwolves",2,2,2,2,0.599,0.337030339593149
2021-10-20,"8:00p","Houston Rockets",NA,"Minnesota Timberwolves",NA,32.180462,26.985378,"home","Minnesota Timberwolves","Houston Rockets",2,2,2,2,0.599,0.662969660406851
2021-10-20,"8:00p","Philadelphia 76ers",NA,"New Orleans Pelicans",NA,46.608242,51.827961,"away","Philadelphia 76ers","New Orleans Pelicans",2,2,2,2,0.599,0.466155721534798
2021-10-20,"8:00p","Philadelphia 76ers",NA,"New Orleans Pelicans",NA,46.608242,51.827961,"home","New Orleans Pelicans","Philadelphia 76ers",2,2,2,2,0.599,0.533844278465202
2021-10-20,"8:30p","Orlando Magic",NA,"San Antonio Spurs",NA,43.402569,20.459469,"away","Orlando Magic","San Antonio Spurs",2,2,2,2,0.599,0.165220968603931
2021-10-20,"8:30p","Orlando Magic",NA,"San Antonio Spurs",NA,43.402569,20.459469,"home","San Antonio Spurs","Orlando Magic",2,2,2,2,0.599,0.834779031396069
2021-10-20,"9:00p","Oklahoma City Thunder",NA,"Utah Jazz",NA,52.512112,23.726463,"away","Oklahoma City Thunder","Utah Jazz",2,2,2,2,0.599,0.132742878140944
2021-10-20,"9:00p","Oklahoma City Thunder",NA,"Utah Jazz",NA,52.512112,23.726463,"home","Utah Jazz","Oklahoma City Thunder",2,2,2,2,0.599,0.867257121859056
2021-10-20,"10:00p","Sacramento Kings",NA,"Portland Trail Blazers",NA,47.651798,37.002861,"away","Sacramento Kings","Portland Trail Blazers",2,2,2,2,0.599,0.284087729333757
2021-10-20,"10:00p","Sacramento Kings",NA,"Portland Trail Blazers",NA,47.651798,37.002861,"home","Portland Trail Blazers","Sacramento Kings",2,2,2,2,0.599,0.715912270666243
2021-10-20,"10:00p","Denver Nuggets",NA,"Phoenix Suns",NA,48.661514,43.24086,"away","Denver Nuggets","Phoenix Suns",2,2,2,2,0.599,0.33848410597544
2021-10-20,"10:00p","Denver Nuggets",NA,"Phoenix Suns",NA,48.661514,43.24086,"home","Phoenix Suns","Denver Nuggets",2,2,2,2,0.599,0.66151589402456
2021-10-21,"7:30p","Dallas Mavericks",NA,"Atlanta Hawks",NA,49.451221,48.034565,"away","Dallas Mavericks","Atlanta Hawks",2,2,2,2,0.599,0.383913620927108
2021-10-21,"7:30p","Dallas Mavericks",NA,"Atlanta Hawks",NA,49.451221,48.034565,"home","Atlanta Hawks","Dallas Mavericks",2,2,2,2,0.599,0.616086379072892
2021-10-21,"8:00p","Milwaukee Bucks",NA,"Miami Heat",NA,40.602226,54.312641,"away","Milwaukee Bucks","Miami Heat",1,2,2,1,0.630334589833134,0.53979882393787
2021-10-21,"8:00p","Milwaukee Bucks",NA,"Miami Heat",NA,40.602226,54.312641,"home","Miami Heat","Milwaukee Bucks",2,1,2,1,0.630334589833134,0.46020117606213
2021-10-21,"10:00p","Los Angeles Clippers",NA,"Golden State Warriors",NA,40.618141,43.943474,"away","Los Angeles Clippers","Golden State Warriors",2,1,1,2,0.566834589860196,0.473403000088934
2021-10-21,"10:00p","Los Angeles Clippers",NA,"Golden State Warriors",NA,40.618141,43.943474,"home","Golden State Warriors","Los Angeles Clippers",1,2,1,2,0.566834589860196,0.526596999911066
2021-10-22,"7:00p","New York Knicks",NA,"Orlando Magic",NA,20.459469,44.873619,"away","New York Knicks","Orlando Magic",1,1,1,1,0.599,0.708781261261176
2021-10-22,"7:00p","New York Knicks",NA,"Orlando Magic",NA,20.459469,44.873619,"home","Orlando Magic","New York Knicks",1,1,1,1,0.599,0.291218738738824
2021-10-22,"7:00p","Indiana Pacers",NA,"Washington Wizards",NA,36.266842,43.908585,"away","Indiana Pacers","Washington Wizards",1,1,1,1,0.599,0.493185539989298
2021-10-22,"7:00p","Indiana Pacers",NA,"Washington Wizards",NA,36.266842,43.908585,"home","Washington Wizards","Indiana Pacers",1,1,1,1,0.599,0.506814460010702
2021-10-22,"7:00p","Charlotte Hornets",NA,"Cleveland Cavaliers",NA,28.529375,39.800102,"away","Charlotte Hornets","Cleveland Cavaliers",1,1,1,1,0.599,0.541988298742095
2021-10-22,"7:00p","Charlotte Hornets",NA,"Cleveland Cavaliers",NA,28.529375,39.800102,"home","Cleveland Cavaliers","Charlotte Hornets",1,1,1,1,0.599,0.458011701257905
2021-10-22,"7:30p","Toronto Raptors",NA,"Boston Celtics",NA,45.801453,35.097378,"away","Toronto Raptors","Boston Celtics",1,1,1,1,0.599,0.283626355248091
2021-10-22,"7:30p","Toronto Raptors",NA,"Boston Celtics",NA,45.801453,35.097378,"home","Boston Celtics","Toronto Raptors",1,1,1,1,0.599,0.716373644751909
2021-10-22,"7:30p","Brooklyn Nets",NA,"Philadelphia 76ers",NA,51.827961,45.964428,"away","Brooklyn Nets","Philadelphia 76ers",2,1,1,2,0.566834589860196,0.362021543435644
2021-10-22,"7:30p","Brooklyn Nets",NA,"Philadelphia 76ers",NA,51.827961,45.964428,"home","Philadelphia 76ers","Brooklyn Nets",1,2,1,2,0.566834589860196,0.637978456564356
2021-10-22,"8:00p","Oklahoma City Thunder",NA,"Houston Rockets",NA,26.985378,23.726463,"away","Oklahoma City Thunder","Houston Rockets",1,1,1,1,0.599,0.357196414159052
2021-10-22,"8:00p","Oklahoma City Thunder",NA,"Houston Rockets",NA,26.985378,23.726463,"home","Houston Rockets","Oklahoma City Thunder",1,1,1,1,0.599,0.642803585840948
2021-10-22,"8:00p","New Orleans Pelicans",NA,"Chicago Bulls",NA,45.198608,46.608242,"away","New Orleans Pelicans","Chicago Bulls",1,1,1,1,0.599,0.417867821710616
2021-10-22,"8:00p","New Orleans Pelicans",NA,"Chicago Bulls",NA,45.198608,46.608242,"home","Chicago Bulls","New Orleans Pelicans",1,1,1,1,0.599,0.582132178289384
2021-10-22,"9:00p","San Antonio Spurs",NA,"Denver Nuggets",NA,43.24086,43.402569,"away","San Antonio Spurs","Denver Nuggets",1,1,1,1,0.599,0.402902326566871
2021-10-22,"9:00p","San Antonio Spurs",NA,"Denver Nuggets",NA,43.24086,43.402569,"home","Denver Nuggets","San Antonio Spurs",1,1,1,1,0.599,0.597097673433129
2021-10-22,"10:00p","Phoenix Suns",NA,"Los Angeles Lakers",NA,44.668518,48.661514,"away","Phoenix Suns","Los Angeles Lakers",1,2,2,1,0.630334589833134,0.417046802075038
2021-10-22,"10:00p","Phoenix Suns",NA,"Los Angeles Lakers",NA,44.668518,48.661514,"home","Los Angeles Lakers","Phoenix Suns",2,1,2,1,0.630334589833134,0.582953197924962
2021-10-22,"10:00p","Utah Jazz",NA,"Sacramento Kings",NA,37.002861,52.512112,"away","Utah Jazz","Sacramento Kings",1,1,1,1,0.599,0.591789433704954
2021-10-22,"10:00p","Utah Jazz",NA,"Sacramento Kings",NA,37.002861,52.512112,"home","Sacramento Kings","Utah Jazz",1,1,1,1,0.599,0.408210566295046
2021-10-23,"6:00p","Atlanta Hawks",NA,"Cleveland Cavaliers",NA,28.529375,49.451221,"away","Atlanta Hawks","Cleveland Cavaliers",1,0,0,1,0.566834589860196,0.685140453697262
2021-10-23,"6:00p","Atlanta Hawks",NA,"Cleveland Cavaliers",NA,28.529375,49.451221,"home","Cleveland Cavaliers","Atlanta Hawks",0,1,0,1,0.566834589860196,0.314859546302738
2021-10-23,"7:00p","Miami Heat",NA,"Indiana Pacers",NA,43.908585,40.602226,"away","Miami Heat","Indiana Pacers",1,0,0,1,0.566834589860196,0.394013385163931
2021-10-23,"7:00p","Miami Heat",NA,"Indiana Pacers",NA,43.908585,40.602226,"home","Indiana Pacers","Miami Heat",0,1,0,1,0.566834589860196,0.605986614836069
2021-10-23,"7:30p","Dallas Mavericks",NA,"Toronto Raptors",NA,35.097378,48.034565,"away","Dallas Mavericks","Toronto Raptors",1,0,0,1,0.566834589860196,0.590873306623739
2021-10-23,"7:30p","Dallas Mavericks",NA,"Toronto Raptors",NA,35.097378,48.034565,"home","Toronto Raptors","Dallas Mavericks",0,1,0,1,0.566834589860196,0.409126693376261
2021-10-23,"8:00p","Detroit Pistons",NA,"Chicago Bulls",NA,45.198608,24.243305,"away","Detroit Pistons","Chicago Bulls",2,0,0,2,0.520090340052118,0.239753019715676
2021-10-23,"8:00p","Detroit Pistons",NA,"Chicago Bulls",NA,45.198608,24.243305,"home","Chicago Bulls","Detroit Pistons",0,2,0,2,0.520090340052118,0.760246980284324
2021-10-23,"8:00p","New Orleans Pelicans",NA,"Minnesota Timberwolves",NA,32.180462,46.608242,"away","New Orleans Pelicans","Minnesota Timberwolves",0,2,2,0,0.673090340047948,0.497537637523203
2021-10-23,"8:00p","New Orleans Pelicans",NA,"Minnesota Timberwolves",NA,32.180462,46.608242,"home","Minnesota Timberwolves","New Orleans Pelicans",2,0,2,0,0.673090340047948,0.502462362476797
2021-10-23,"8:30p","Milwaukee Bucks",NA,"San Antonio Spurs",NA,43.402569,54.312641,"away","Milwaukee Bucks","San Antonio Spurs",1,0,0,1,0.566834589860196,0.571384046064272
2021-10-23,"8:30p","Milwaukee Bucks",NA,"San Antonio Spurs",NA,43.402569,54.312641,"home","San Antonio Spurs","Milwaukee Bucks",0,1,0,1,0.566834589860196,0.428615953935728
2021-10-23,"10:00p","Phoenix Suns",NA,"Portland Trail Blazers",NA,47.651798,48.661514,"away","Phoenix Suns","Portland Trail Blazers",0,2,2,0,0.673090340047948,0.338185577874111
2021-10-23,"10:00p","Phoenix Suns",NA,"Portland Trail Blazers",NA,47.651798,48.661514,"home","Portland Trail Blazers","Phoenix Suns",2,0,2,0,0.673090340047948,0.661814422125889
2021-10-23,"10:30p","Memphis Grizzlies",NA,"Los Angeles Clippers",NA,43.943474,44.425838,"away","Memphis Grizzlies","Los Angeles Clippers",2,1,1,2,0.566834589860196,0.43898686916266
2021-10-23,"10:30p","Memphis Grizzlies",NA,"Los Angeles Clippers",NA,43.943474,44.425838,"home","Los Angeles Clippers","Memphis Grizzlies",1,2,1,2,0.566834589860196,0.56101313083734
2021-10-24,"4:00p","Charlotte Hornets",NA,"Brooklyn Nets",NA,45.964428,39.800102,"away","Charlotte Hornets","Brooklyn Nets",1,1,1,1,0.599,0.331100973729228
2021-10-24,"4:00p","Charlotte Hornets",NA,"Brooklyn Nets",NA,45.964428,39.800102,"home","Brooklyn Nets","Charlotte Hornets",1,1,1,1,0.599,0.668899026270772
2021-10-24,"7:00p","Boston Celtics",NA,"Houston Rockets",NA,26.985378,45.801453,"away","Boston Celtics","Houston Rockets",1,1,1,1,0.599,0.63327685485257
2021-10-24,"7:00p","Boston Celtics",NA,"Houston Rockets",NA,26.985378,45.801453,"home","Houston Rockets","Boston Celtics",1,1,1,1,0.599,0.36672314514743
2021-10-24,"7:00p","Orlando Magic",NA,"New York Knicks",NA,44.873619,20.459469,"away","Orlando Magic","New York Knicks",1,1,1,1,0.599,0.155503462363172
2021-10-24,"7:00p","Orlando Magic",NA,"New York Knicks",NA,44.873619,20.459469,"home","New York Knicks","Orlando Magic",1,1,1,1,0.599,0.844496537636828
2021-10-24,"7:00p","Philadelphia 76ers",NA,"Oklahoma City Thunder",NA,23.726463,51.827961,"away","Philadelphia 76ers","Oklahoma City Thunder",1,1,1,1,0.599,0.738516267800132
2021-10-24,"7:00p","Philadelphia 76ers",NA,"Oklahoma City Thunder",NA,23.726463,51.827961,"home","Oklahoma City Thunder","Philadelphia 76ers",1,1,1,1,0.599,0.261483732199867
2021-10-24,"9:00p","Golden State Warriors",NA,"Sacramento Kings",NA,37.002861,40.618141,"away","Golden State Warriors","Sacramento Kings",2,1,1,2,0.566834589860196,0.477023194450983
2021-10-24,"9:00p","Golden State Warriors",NA,"Sacramento Kings",NA,37.002861,40.618141,"home","Sacramento Kings","Golden State Warriors",1,2,1,2,0.566834589860196,0.522976805549017
2021-10-24,"9:30p","Memphis Grizzlies",NA,"Los Angeles Lakers",NA,44.668518,44.425838,"away","Memphis Grizzlies","Los Angeles Lakers",0,1,1,0,0.630334589833134,0.366890527539116
2021-10-24,"9:30p","Memphis Grizzlies",NA,"Los Angeles Lakers",NA,44.668518,44.425838,"home","Los Angeles Lakers","Memphis Grizzlies",1,0,1,0,0.630334589833134,0.633109472460884
2021-10-25,"7:00p","Boston Celtics",NA,"Charlotte Hornets",NA,39.800102,45.801453,"away","Boston Celtics","Charlotte Hornets",0,0,0,0,0.599,0.473162067307165
2021-10-25,"7:00p","Boston Celtics",NA,"Charlotte Hornets",NA,39.800102,45.801453,"home","Charlotte Hornets","Boston Celtics",0,0,0,0,0.599,0.526837932692835
2021-10-25,"7:00p","Milwaukee Bucks",NA,"Indiana Pacers",NA,43.908585,54.312641,"away","Milwaukee Bucks","Indiana Pacers",1,1,1,1,0.599,0.532543911885723
2021-10-25,"7:00p","Milwaukee Bucks",NA,"Indiana Pacers",NA,43.908585,54.312641,"home","Indiana Pacers","Milwaukee Bucks",1,1,1,1,0.599,0.467456088114277
2021-10-25,"7:30p","Chicago Bulls",NA,"Toronto Raptors",NA,35.097378,45.198608,"away","Chicago Bulls","Toronto Raptors",1,1,1,1,0.599,0.523527013770084
2021-10-25,"7:30p","Chicago Bulls",NA,"Toronto Raptors",NA,35.097378,45.198608,"home","Toronto Raptors","Chicago Bulls",1,1,1,1,0.599,0.476472986229916
2021-10-25,"7:30p","Orlando Magic",NA,"Miami Heat",NA,40.602226,20.459469,"away","Orlando Magic","Miami Heat",0,1,1,0,0.630334589833134,0.165826625440227
2021-10-25,"7:30p","Orlando Magic",NA,"Miami Heat",NA,40.602226,20.459469,"home","Miami Heat","Orlando Magic",1,0,1,0,0.630334589833134,0.834173374559773
2021-10-25,"7:30p","Washington Wizards",NA,"Brooklyn Nets",NA,45.964428,36.266842,"away","Washington Wizards","Brooklyn Nets",2,0,0,2,0.520090340052118,0.364546316648714
2021-10-25,"7:30p","Washington Wizards",NA,"Brooklyn Nets",NA,45.964428,36.266842,"home","Brooklyn Nets","Washington Wizards",0,2,0,2,0.520090340052118,0.635453683351286
2021-10-25,"7:30p","Detroit Pistons",NA,"Atlanta Hawks",NA,49.451221,24.243305,"away","Detroit Pistons","Atlanta Hawks",1,1,1,1,0.599,0.156085685957997
2021-10-25,"7:30p","Detroit Pistons",NA,"Atlanta Hawks",NA,49.451221,24.243305,"home","Atlanta Hawks","Detroit Pistons",1,1,1,1,0.599,0.843914314042003
2021-10-25,"8:00p","New Orleans Pelicans",NA,"Minnesota Timberwolves",NA,32.180462,46.608242,"away","New Orleans Pelicans","Minnesota Timberwolves",1,1,1,1,0.599,0.577140555278187
2021-10-25,"8:00p","New Orleans Pelicans",NA,"Minnesota Timberwolves",NA,32.180462,46.608242,"home","Minnesota Timberwolves","New Orleans Pelicans",1,1,1,1,0.599,0.422859444721813
2021-10-25,"9:00p","Cleveland Cavaliers",NA,"Denver Nuggets",NA,43.24086,28.529375,"away","Cleveland Cavaliers","Denver Nuggets",1,2,2,1,0.630334589833134,0.219039937530013
2021-10-25,"9:00p","Cleveland Cavaliers",NA,"Denver Nuggets",NA,43.24086,28.529375,"home","Denver Nuggets","Cleveland Cavaliers",2,1,2,1,0.630334589833134,0.780960062469987
2021-10-25,"10:30p","Portland Trail Blazers",NA,"Los Angeles Clippers",NA,43.943474,47.651798,"away","Portland Trail Blazers","Los Angeles Clippers",1,1,1,1,0.599,0.445773857082251
2021-10-25,"10:30p","Portland Trail Blazers",NA,"Los Angeles Clippers",NA,43.943474,47.651798,"home","Los Angeles Clippers","Portland Trail Blazers",1,1,1,1,0.599,0.554226142917749
2021-10-26,"7:30p","Philadelphia 76ers",NA,"New York Knicks",NA,44.873619,51.827961,"away","Philadelphia 76ers","New York Knicks",1,1,1,1,0.599,0.487550500941157
2021-10-26,"7:30p","Philadelphia 76ers",NA,"New York Knicks",NA,44.873619,51.827961,"home","New York Knicks","Philadelphia 76ers",1,1,1,1,0.599,0.512449499058843
2021-10-26,"8:00p","Golden State Warriors",NA,"Oklahoma City Thunder",NA,23.726463,40.618141,"away","Golden State Warriors","Oklahoma City Thunder",1,1,1,1,0.599,0.617424103130605
2021-10-26,"8:00p","Golden State Warriors",NA,"Oklahoma City Thunder",NA,23.726463,40.618141,"home","Oklahoma City Thunder","Golden State Warriors",1,1,1,1,0.599,0.382575896869395
2021-10-26,"8:30p","Los Angeles Lakers",NA,"San Antonio Spurs",NA,43.402569,44.668518,"away","Los Angeles Lakers","San Antonio Spurs",1,2,2,1,0.630334589833134,0.384248635729381
2021-10-26,"8:30p","Los Angeles Lakers",NA,"San Antonio Spurs",NA,43.402569,44.668518,"home","San Antonio Spurs","Los Angeles Lakers",2,1,2,1,0.630334589833134,0.615751364270619
2021-10-26,"8:30p","Houston Rockets",NA,"Dallas Mavericks",NA,48.034565,26.985378,"away","Houston Rockets","Dallas Mavericks",1,2,2,1,0.630334589833134,0.169027710350136
2021-10-26,"8:30p","Houston Rockets",NA,"Dallas Mavericks",NA,48.034565,26.985378,"home","Dallas Mavericks","Houston Rockets",2,1,2,1,0.630334589833134,0.830972289649864
2021-10-26,"10:00p","Denver Nuggets",NA,"Utah Jazz",NA,52.512112,43.24086,"away","Denver Nuggets","Utah Jazz",0,2,2,0,0.673090340047948,0.23328743581944
2021-10-26,"10:00p","Denver Nuggets",NA,"Utah Jazz",NA,52.512112,43.24086,"home","Utah Jazz","Denver Nuggets",2,0,2,0,0.673090340047948,0.76671256418056
2021-10-27,"7:00p","Charlotte Hornets",NA,"Orlando Magic",NA,20.459469,39.800102,"away","Charlotte Hornets","Orlando Magic",1,1,1,1,0.599,0.655070246139515
2021-10-27,"7:00p","Charlotte Hornets",NA,"Orlando Magic",NA,20.459469,39.800102,"home","Orlando Magic","Charlotte Hornets",1,1,1,1,0.599,0.344929753860485
2021-10-27,"7:30p","Washington Wizards",NA,"Boston Celtics",NA,45.801453,36.266842,"away","Washington Wizards","Boston Celtics",1,1,1,1,0.599,0.295563035647994
2021-10-27,"7:30p","Washington Wizards",NA,"Boston Celtics",NA,45.801453,36.266842,"home","Boston Celtics","Washington Wizards",1,1,1,1,0.599,0.704436964352006
2021-10-27,"7:30p","Miami Heat",NA,"Brooklyn Nets",NA,45.964428,40.602226,"away","Miami Heat","Brooklyn Nets",1,1,1,1,0.599,0.339826918480011
2021-10-27,"7:30p","Miami Heat",NA,"Brooklyn Nets",NA,45.964428,40.602226,"home","Brooklyn Nets","Miami Heat",1,1,1,1,0.599,0.660173081519989
2021-10-27,"7:30p","Indiana Pacers",NA,"Toronto Raptors",NA,35.097378,43.908585,"away","Indiana Pacers","Toronto Raptors",1,1,1,1,0.599,0.507691371454084
2021-10-27,"7:30p","Indiana Pacers",NA,"Toronto Raptors",NA,35.097378,43.908585,"home","Toronto Raptors","Indiana Pacers",1,1,1,1,0.599,0.492308628545916
2021-10-27,"7:30p","Atlanta Hawks",NA,"New Orleans Pelicans",NA,46.608242,49.451221,"away","Atlanta Hawks","New Orleans Pelicans",1,1,1,1,0.599,0.435768939401978
2021-10-27,"7:30p","Atlanta Hawks",NA,"New Orleans Pelicans",NA,46.608242,49.451221,"home","New Orleans Pelicans","Atlanta Hawks",1,1,1,1,0.599,0.564231060598022
2021-10-27,"8:00p","Minnesota Timberwolves",NA,"Milwaukee Bucks",NA,54.312641,32.180462,"away","Minnesota Timberwolves","Milwaukee Bucks",1,1,1,1,0.599,0.18062349673909
2021-10-27,"8:00p","Minnesota Timberwolves",NA,"Milwaukee Bucks",NA,54.312641,32.180462,"home","Milwaukee Bucks","Minnesota Timberwolves",1,1,1,1,0.599,0.81937650326091
2021-10-27,"8:00p","Los Angeles Lakers",NA,"Oklahoma City Thunder",NA,23.726463,44.668518,"away","Los Angeles Lakers","Oklahoma City Thunder",0,0,0,0,0.599,0.66299928667993
2021-10-27,"8:00p","Los Angeles Lakers",NA,"Oklahoma City Thunder",NA,23.726463,44.668518,"home","Oklahoma City Thunder","Los Angeles Lakers",0,0,0,0,0.599,0.33700071332007
2021-10-27,"10:00p","Sacramento Kings",NA,"Phoenix Suns",NA,48.661514,37.002861,"away","Sacramento Kings","Phoenix Suns",2,2,2,2,0.599,0.273869142645274
2021-10-27,"10:00p","Sacramento Kings",NA,"Phoenix Suns",NA,48.661514,37.002861,"home","Phoenix Suns","Sacramento Kings",2,2,2,2,0.599,0.726130857354726
2021-10-27,"10:00p","Memphis Grizzlies",NA,"Portland Trail Blazers",NA,47.651798,44.425838,"away","Memphis Grizzlies","Portland Trail Blazers",2,1,1,2,0.566834589860196,0.394409584125999
2021-10-27,"10:00p","Memphis Grizzlies",NA,"Portland Trail Blazers",NA,47.651798,44.425838,"home","Portland Trail Blazers","Memphis Grizzlies",1,2,1,2,0.566834589860196,0.605590415874001
2021-10-27,"10:30p","Cleveland Cavaliers",NA,"Los Angeles Clippers",NA,43.943474,28.529375,"away","Cleveland Cavaliers","Los Angeles Clippers",1,1,1,1,0.599,0.236253617473832
2021-10-27,"10:30p","Cleveland Cavaliers",NA,"Los Angeles Clippers",NA,43.943474,28.529375,"home","Los Angeles Clippers","Cleveland Cavaliers",1,1,1,1,0.599,0.763746382526168
2021-10-28,"7:00p","Atlanta Hawks",NA,"Washington Wizards",NA,36.266842,49.451221,"away","Atlanta Hawks","Washington Wizards",0,0,0,0,0.599,0.561897472176516
2021-10-28,"7:00p","Atlanta Hawks",NA,"Washington Wizards",NA,36.266842,49.451221,"home","Washington Wizards","Atlanta Hawks",0,0,0,0,0.599,0.438102527823484
2021-10-28,"7:00p","Detroit Pistons",NA,"Philadelphia 76ers",NA,51.827961,24.243305,"away","Detroit Pistons","Philadelphia 76ers",2,1,1,2,0.566834589860196,0.157352421547811
2021-10-28,"7:00p","Detroit Pistons",NA,"Philadelphia 76ers",NA,51.827961,24.243305,"home","Philadelphia 76ers","Detroit Pistons",1,2,1,2,0.566834589860196,0.842647578452189
2021-10-28,"8:00p","Utah Jazz",NA,"Houston Rockets",NA,26.985378,52.512112,"away","Utah Jazz","Houston Rockets",1,1,1,1,0.599,0.708491297159596
2021-10-28,"8:00p","Utah Jazz",NA,"Houston Rockets",NA,26.985378,52.512112,"home","Houston Rockets","Utah Jazz",1,1,1,1,0.599,0.291508702840404
2021-10-28,"8:00p","New York Knicks",NA,"Chicago Bulls",NA,45.198608,44.873619,"away","New York Knicks","Chicago Bulls",1,2,2,1,0.630334589833134,0.365943105805545
2021-10-28,"8:00p","New York Knicks",NA,"Chicago Bulls",NA,45.198608,44.873619,"home","Chicago Bulls","New York Knicks",2,1,2,1,0.630334589833134,0.634056894194455
2021-10-28,"8:30p","San Antonio Spurs",NA,"Dallas Mavericks",NA,48.034565,43.402569,"away","San Antonio Spurs","Dallas Mavericks",1,1,1,1,0.599,0.347387033597039
2021-10-28,"8:30p","San Antonio Spurs",NA,"Dallas Mavericks",NA,48.034565,43.402569,"home","Dallas Mavericks","San Antonio Spurs",1,1,1,1,0.599,0.652612966402961
2021-10-28,"10:00p","Memphis Grizzlies",NA,"Golden State Warriors",NA,40.618141,44.425838,"away","Memphis Grizzlies","Golden State Warriors",0,1,1,0,0.630334589833134,0.413983928244
2021-10-28,"10:00p","Memphis Grizzlies",NA,"Golden State Warriors",NA,40.618141,44.425838,"home","Golden State Warriors","Memphis Grizzlies",1,0,1,0,0.630334589833134,0.586016071756
2021-10-29,"7:00p","Orlando Magic",NA,"Toronto Raptors",NA,35.097378,20.459469,"away","Orlando Magic","Toronto Raptors",1,1,1,1,0.599,0.229240767277908
2021-10-29,"7:00p","Orlando Magic",NA,"Toronto Raptors",NA,35.097378,20.459469,"home","Toronto Raptors","Orlando Magic",1,1,1,1,0.599,0.770759232722092
2021-10-29,"7:30p","Charlotte Hornets",NA,"Miami Heat",NA,40.602226,39.800102,"away","Charlotte Hornets","Miami Heat",1,1,1,1,0.599,0.391635111052611
2021-10-29,"7:30p","Charlotte Hornets",NA,"Miami Heat",NA,40.602226,39.800102,"home","Miami Heat","Charlotte Hornets",1,1,1,1,0.599,0.608364888947389
2021-10-29,"7:30p","Indiana Pacers",NA,"Brooklyn Nets",NA,45.964428,43.908585,"away","Indiana Pacers","Brooklyn Nets",1,1,1,1,0.599,0.376943834516919
2021-10-29,"7:30p","Indiana Pacers",NA,"Brooklyn Nets",NA,45.964428,43.908585,"home","Brooklyn Nets","Indiana Pacers",1,1,1,1,0.599,0.623056165483081
2021-10-29,"8:00p","Sacramento Kings",NA,"New Orleans Pelicans",NA,46.608242,37.002861,"away","Sacramento Kings","New Orleans Pelicans",1,1,1,1,0.599,0.294796261918591
2021-10-29,"8:00p","Sacramento Kings",NA,"New Orleans Pelicans",NA,46.608242,37.002861,"home","New Orleans Pelicans","Sacramento Kings",1,1,1,1,0.599,0.705203738081409
2021-10-29,"10:00p","Dallas Mavericks",NA,"Denver Nuggets",NA,43.24086,48.034565,"away","Dallas Mavericks","Denver Nuggets",0,2,2,0,0.673090340047948,0.381063298614428
2021-10-29,"10:00p","Dallas Mavericks",NA,"Denver Nuggets",NA,43.24086,48.034565,"home","Denver Nuggets","Dallas Mavericks",2,0,2,0,0.673090340047948,0.618936701385572
