"name","pos","gp","min","wp48","pop48","wins","pts","reb","ast","to","blk","stl","pf","year","team"
"Andrew Bogut","C (5.0)","32","785",".178","2.4","2.90","11.4","15.0","4.1","2.1","3.4","1.2","5.2",2012,"gsw"
"Andris Biedrins","C (5.0)","53","495",".171","2.2","1.76","2.3","14.8","1.4","1.4","4.1","1.5","9.8",2012,"gsw"
"Brandon Rush","SF (3.0)","2","26","-.064","-5.1","-0.03","25.8","1.8","3.7","5.5","0.0","0.0","9.2",2012,"gsw"
"Carl Landry","PF (4.8)","81","1880",".146","1.4","5.70","22.3","12.3","1.7","2.9","0.8","0.9","4.9",2012,"gsw"
"Charles Jenkins","SG (2.0)","47","289","-.041","-4.4","-0.25","13.5","3.5","4.7","3.2","0.2","1.5","3.0",2012,"gsw"
"David Lee","PF (4.0)","79","2906",".141","1.3","8.51","24.1","14.6","4.6","3.4","0.4","1.1","4.1",2012,"gsw"
"Draymond Green","SF (3.0)","79","1061",".072","-0.9","1.58","10.3","11.8","2.4","2.3","1.1","1.9","7.2",2012,"gsw"
"Festus Ezeli","C (5.0)","78","1124",".113","0.4","2.63","8.2","13.4","0.9","2.7","3.2","1.0","6.7",2012,"gsw"
"Harrison Barnes","SF (3.3)","81","2061",".052","-1.5","2.21","17.4","7.8","2.3","2.4","0.3","1.2","3.3",2012,"gsw"
"Jarrett Jack","SG (1.6)","79","2354",".135","1.1","6.61","20.9","5.0","8.9","3.2","0.2","1.2","2.7",2012,"gsw"
"Jeremy Tyler","C (5.0)","20","62","-.195","-9.2","-0.25","17.0","13.2","0.8","4.6","1.5","0.8","7.7",2012,"gsw"
"Kent Bazemore","SG (2.0)","61","266","-.072","-5.3","-0.40","22.2","4.0","4.0","3.2","0.7","3.1","4.9",2012,"gsw"
"Klay Thompson","SG (2.3)","82","2935",".036","-2.0","2.20","22.2","5.0","3.0","2.6","0.7","1.4","3.9",2012,"gsw"
"Malcolm Thomas","PF (4.0)","5","21",".123","0.8","0.05","6.9","11.4","4.6","2.3","2.3","0.0","2.3",2012,"gsw"
"Richard Jefferson","SF (3.0)","56","568",".115","0.5","1.36","14.9","7.1","2.6","1.9","0.6","1.2","3.8",2012,"gsw"
"Stephen Curry","PG (1.0)","78","2987",".205","3.3","12.76","28.7","5.0","8.6","3.9","0.2","2.0","3.2",2012,"gsw"
"Andre Iguodala","SF (2.5)","63","2040",".243","4.5","10.31","13.8","6.9","6.2","2.4","0.4","2.2","2.4",2013,"gsw"
"Andrew Bogut","C (4.8)","67","1769",".311","6.6","11.46","13.3","18.2","3.0","2.6","3.3","1.3","5.7",2013,"gsw"
"David Lee","PF (3.7)","69","2288",".146","1.4","6.94","26.4","13.5","3.1","3.2","0.5","1.0","4.3",2013,"gsw"
"Dewayne Dedmon","C (5.0)","4","6","-.473","-17.8","-0.06","8.0","0.0","0.0","0.0","0.0","0.0","8.0",2013,"gsw"
"Draymond Green","PF (4.0)","82","1797",".099","-0.0","3.69","13.6","10.9","4.1","2.4","1.9","2.7","6.2",2013,"gsw"
"Harrison Barnes","SF (3.0)","78","2204",".062","-1.2","2.83","16.1","6.8","2.5","1.8","0.4","1.4","3.4",2013,"gsw"
"Hilton Armstrong","FC (4.0)","15","97",".366","8.3","0.74","12.4","23.3","2.5","3.0","2.0","2.0","5.4",2013,"gsw"
"Jermaine O'Neal","C (5.0)","44","883",".135","1.1","2.48","19.0","13.2","1.4","2.8","2.2","0.8","5.5",2013,"gsw"
"Jordan Crawford","SG (1.0)","42","661","-.068","-5.2","-0.93","25.7","4.6","4.1","3.6","0.1","0.9","3.2",2013,"gsw"
"Kent Bazemore","SG (1.1)","44","268","-.124","-6.9","-0.69","18.1","7.2","3.6","5.0","1.1","2.1","7.5",2013,"gsw"
"Klay Thompson","SG (2.0)","81","2868",".055","-1.4","3.28","24.9","4.2","3.0","2.3","0.6","1.2","3.9",2013,"gsw"
"Marreese Speights","C (5.0)","79","982","-.009","-3.4","-0.19","24.8","14.2","1.6","3.2","1.7","0.5","7.2",2013,"gsw"
"MarShon Brooks","GF (2.0)","7","15",".042","-1.8","0.01","41.6","16.0","0.0","0.0","0.0","3.2","0.0",2013,"gsw"
"Nemanja Nedovic","G (1.0)","24","142","-.248","-10.8","-0.73","8.8","5.1","4.4","4.4","0.3","0.0","4.4",2013,"gsw"
"Ognjen Kuzmic","C (5.0)","21","92","-.084","-5.7","-0.16","7.8","11.0","1.0","5.2","2.1","1.6","8.9",2013,"gsw"
"Stephen Curry","PG (1.0)","78","2846",".276","5.5","16.34","31.6","5.6","11.2","5.0","0.2","2.2","3.3",2013,"gsw"
"Steve Blake","PG (1.0)","28","607",".137","1.2","1.73","9.6","4.4","8.1","2.5","0.5","1.6","2.8",2013,"gsw"
"Toney Douglas","PG (1.0)","24","265","-.053","-4.7","-0.29","15.9","4.7","3.4","2.9","0.4","1.1","6.2",2013,"gsw"
"Andre Iguodala","SF (3.0)","77","2069",".190","2.8","8.18","14.0","6.0","5.3","2.0","0.6","2.1","2.3",2014,"gsw"
"Andrew Bogut","C (5.0)","67","1583",".229","4.0","7.55","12.8","16.5","5.5","3.2","3.4","1.2","5.7",2014,"gsw"
"Brandon Rush","SG (2.0)","33","271","-.094","-6.0","-0.53","5.3","7.3","2.1","1.9","2.1","0.9","4.8",2014,"gsw"
"David Lee","PF (4.0)","49","904",".150","1.6","2.83","20.6","13.6","4.5","2.6","1.4","1.6","4.4",2014,"gsw"
"Draymond Green","PF (4.2)","79","2490",".142","1.3","7.35","17.8","12.5","5.6","2.6","1.9","2.4","4.9",2014,"gsw"
"Festus Ezeli","C (5.0)","46","504",".144","1.4","1.51","19.1","14.8","0.9","3.0","4.0","0.7","7.3",2014,"gsw"
"Harrison Barnes","SF (3.4)","82","2318",".150","1.6","7.23","17.1","9.4","2.4","1.5","0.4","1.3","3.0",2014,"gsw"
"James Michael McAdoo","PF (4.0)","15","137",".135","1.1","0.39","21.7","13.0","0.7","2.1","3.2","1.8","7.4",2014,"gsw"
"Justin Holiday","SG (2.0)","59","657",".067","-1.0","0.92","18.6","5.3","3.5","2.1","0.9","2.9","3.9",2014,"gsw"
"Klay Thompson","SG (2.2)","77","2455",".144","1.4","7.36","32.6","4.8","4.3","2.9","1.2","1.7","2.4",2014,"gsw"
"Leandro Barbosa","G (2.0)","66","982",".103","0.1","2.10","22.8","4.4","4.8","2.2","0.4","2.0","4.3",2014,"gsw"
"Marreese Speights","C (5.0)","76","1207","-.018","-3.6","-0.44","31.5","12.9","2.9","3.3","1.4","0.8","7.5",2014,"gsw"
"Ognjen Kuzmic","C (5.0)","16","72",".136","1.1","0.20","13.3","11.3","4.0","3.3","0.7","1.3","8.7",2014,"gsw"
"Shaun Livingston","PG (1.1)","78","1468",".132","1.0","4.03","15.1","6.0","8.5","3.3","0.7","1.6","3.6",2014,"gsw"
"Stephen Curry","PG (1.0)","80","2613",".348","7.7","18.95","34.9","6.3","11.4","4.6","0.3","3.0","2.9",2014,"gsw"
"Anderson Varejao","FC (5.0)","22","186","0","-3.1","-0.00","15.0","12.9","3.9","1.5","1.3","1.3","9.0",2015,"gsw"
"Andre Iguodala","GF (3.0)","65","1732",".216","3.6","7.78","12.7","7.3","6.1","2.2","0.5","2.0","2.8",2015,"gsw"
"Andrew Bogut","C (5.0)","70","1451",".243","4.5","7.36","12.4","16.3","5.4","2.7","3.8","1.1","7.3",2015,"gsw"
"Brandon Rush","SF (3.0)","72","1055",".151","1.6","3.32","13.9","8.2","2.6","1.5","1.0","0.9","2.6",2015,"gsw"
"Draymond Green","PF (4.2)","81","2808",".217","3.7","12.72","19.3","13.1","10.2","4.4","1.9","2.0","4.1",2015,"gsw"
"Festus Ezeli","C (5.0)","46","770",".188","2.8","3.01","19.9","16.0","2.0","2.4","3.1","1.1","5.9",2015,"gsw"
"Harrison Barnes","SF (3.7)","66","2042",".042","-1.8","1.78","18.2","7.6","2.8","1.3","0.2","1.0","3.2",2015,"gsw"
"Ian Clark","G (2.0)","66","578",".042","-1.8","0.50","19.6","5.6","5.3","3.6","1.1","1.4","4.8",2015,"gsw"
"James Michael McAdoo","PF (4.0)","41","262",".061","-1.2","0.33","21.4","10.6","3.1","2.9","1.5","1.8","7.1",2015,"gsw"
"Jason Thompson","C (5.0)","28","179",".071","-0.9","0.27","16.1","14.5","5.1","1.9","2.1","1.1","10.7",2015,"gsw"
"Kevon Looney","PF (5.0)","5","21",".329","7.1","0.14","20.6","22.9","0.0","2.3","0.0","0.0","4.6",2015,"gsw"
"Klay Thompson","SG (2.2)","80","2666",".103","0.1","5.73","31.9","5.5","3.0","2.5","0.9","1.1","2.7",2015,"gsw"
"Leandro Barbosa","SG (2.0)","68","1079",".059","-1.2","1.32","19.3","5.2","3.6","2.4","0.4","2.0","4.8",2015,"gsw"
"Marreese Speights","C (5.0)","72","832","-.067","-5.2","-1.17","29.5","13.8","3.5","3.8","2.0","1.1","6.8",2015,"gsw"
"Shaun Livingston","PG (1.2)","78","1520",".162","2.0","5.13","15.4","5.3","7.5","2.5","0.9","1.8","4.4",2015,"gsw"
"Stephen Curry","PG (1.0)","79","2700",".382","8.8","21.48","42.2","7.6","9.4","4.7","0.3","3.0","2.9",2015,"gsw"
"Anderson Varejao","C (5.0)","14","92",".083","-0.5","0.16","9.4","14.1","5.2","4.2","2.1","1.6","8.4",2016,"gsw"
"Andre Iguodala","SF (3.0)","76","1998",".297","6.2","12.35","13.8","7.4","6.3","1.4","0.9","1.9","2.3",2016,"gsw"
"Briante Weber","PG (1.0)","7","46","-.101","-6.2","-0.10","12.5","4.2","5.2","3.1","1.0","3.1","4.2",2016,"gsw"
"Damian Jones","C (5.0)","10","85","-.062","-5.0","-0.11","10.7","13.0","0.0","3.4","2.8","0.6","8.5",2016,"gsw"
"David West","PF (5.0)","68","854",".142","1.3","2.52","17.8","11.3","8.5","4.4","2.6","2.4","5.9",2016,"gsw"
"Draymond Green","PF (4.2)","76","2471",".185","2.7","9.52","15.1","11.6","10.3","3.6","2.1","3.0","4.2",2016,"gsw"
"Ian Clark","SG (2.0)","77","1137",".094","-0.2","2.22","22.3","5.2","3.8","2.4","0.3","1.6","3.3",2016,"gsw"
"James Michael McAdoo","PF (4.0)","52","457",".080","-0.6","0.76","15.4","9.5","2.0","2.0","3.0","1.9","4.9",2016,"gsw"
"JaVale McGee","C (5.0)","77","739",".287","5.9","4.43","30.7","15.7","1.1","2.6","4.4","1.3","7.1",2016,"gsw"
"Kevin Durant","SF (3.7)","62","2070",".310","6.6","13.37","36.1","11.9","7.0","3.2","2.3","1.6","2.7",2016,"gsw"
"Kevon Looney","C (5.0)","53","447",".134","1.1","1.25","14.5","13.3","3.1","1.8","1.8","1.5","6.9",2016,"gsw"
"Klay Thompson","SG (2.4)","78","2651",".095","-0.1","5.26","31.5","5.2","2.9","2.3","0.7","1.2","2.5",2016,"gsw"
"Matt Barnes","SF (3.0)","20","410",".188","2.8","1.60","13.4","10.4","5.4","2.8","1.1","1.4","5.5",2016,"gsw"
"Patrick McCaw","SG (2.0)","71","1072",".099","0.0","2.22","12.6","4.6","3.5","1.6","0.6","1.4","2.8",2016,"gsw"
"Shaun Livingston","PG (1.1)","76","1345",".093","-0.2","2.61","13.9","5.5","4.9","2.2","0.7","1.3","4.3",2016,"gsw"
"Stephen Curry","PG (1.0)","79","2638",".252","4.7","13.83","36.4","6.4","9.5","4.3","0.3","2.6","3.3",2016,"gsw"
"Zaza Pachulia","C (5.0)","70","1268",".208","3.4","5.51","16.1","15.4","5.0","3.4","1.2","2.2","6.3",2016,"gsw"
"Andre Iguodala","SF (3.0)","64","1622",".171","2.2","5.78","11.4","7.3","6.2","2.0","1.1","1.6","2.9",2017,"gsw"
"Chris Boucher","FC (5.0)","1","1","-1.216","-40.9","-0.03","0.0","48.0","0.0","0.0","0.0","0.0","0.0",2017,"gsw"
"Damian Jones","C (5.0)","15","89","-.136","-7.3","-0.25","13.5","7.6","1.1","2.2","1.6","0.5","7.6",2017,"gsw"
"David West","PF (5.0)","73","999",".165","2.0","3.42","23.8","11.4","6.6","3.8","3.6","2.3","5.8",2017,"gsw"
"Draymond Green","PF (4.2)","70","2287",".137","1.2","6.50","16.2","11.2","10.7","4.2","1.9","2.0","3.9",2017,"gsw"
"JaVale McGee","C (5.0)","65","615",".236","4.3","3.03","24.2","13.2","2.6","2.1","4.4","1.6","7.1",2017,"gsw"
"Jordan Bell","PF (5.0)","57","809",".229","4.0","3.86","15.5","12.3","6.1","3.0","3.3","2.1","5.5",2017,"gsw"
"Kevin Durant","SF (3.6)","68","2325",".208","3.4","10.06","37.0","9.6","7.6","4.3","2.5","1.0","2.7",2017,"gsw"
"Kevon Looney","SF (3.0)","66","910",".271","5.4","5.14","14.1","11.3","2.2","1.6","3.0","1.8","5.6",2017,"gsw"
"Klay Thompson","SG (2.0)","73","2506",".079","-0.6","4.13","28.0","5.3","3.5","2.5","0.7","1.1","2.2",2017,"gsw"
"Nick Young","SG (1.7)","80","1393","-.003","-3.2","-0.08","20.0","4.3","1.2","1.4","0.2","1.3","3.4",2017,"gsw"
"Omri Casspi","F (4.0)","53","740",".130","1.0","2.00","19.5","13.0","3.3","2.4","1.2","1.2","4.5",2017,"gsw"
"Patrick McCaw","GF (2.5)","57","961",".015","-2.6","0.29","11.4","4.1","4.0","2.0","0.5","2.1","3.3",2017,"gsw"
"Quinn Cook","PG (1.0)","33","740",".057","-1.3","0.88","20.2","5.3","5.8","2.1","0.1","0.8","3.8",2017,"gsw"
"Shaun Livingston","PG (1.0)","71","1129",".029","-2.2","0.69","16.8","5.6","6.0","2.5","0.9","1.5","5.0",2017,"gsw"
"Stephen Curry","PG (1.0)","51","1631",".311","6.6","10.57","39.6","7.7","9.1","4.5","0.2","2.4","3.4",2017,"gsw"
"Zaza Pachulia","C (5.0)","69","972",".188","2.8","3.81","18.4","15.9","5.4","3.6","0.8","1.9","6.0",2017,"gsw"
"Alfonzo McKinnie","PF (4.0)","0","0","0","0.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"gsw"
"Andre Iguodala","SG (2.0)","0","0","0","0.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"gsw"
"Damian Jones","C (5.0)","0","0","0","0.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"gsw"
"Damion Lee","SG (2.0)","0","0","0","0.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"gsw"
"Danuel House","SG (2.0)","0","0","0","0.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"gsw"
"DeMarcus Cousins","FC (4.5)","0","0","0","0.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"gsw"
"Draymond Green","PF (4.0)","0","0","0","0.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"gsw"
"Jacob Evans III","SG (2.0)","0","0","0","0.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"gsw"
"Jonas Jerebko","SF (3.0)","0","0","0","0.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"gsw"
"Jordan Bell","C (5.0)","0","0","0","0.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"gsw"
"Kendrick Nunn","PG (1.0)","0","0","0","0.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"gsw"
"Kevin Durant","SF (3.0)","0","0","0","0.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"gsw"
"Kevon Looney","PF (4.0)","0","0","0","0.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"gsw"
"Klay Thompson","SG (2.0)","0","0","0","0.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"gsw"
"Marcus Derrickson","PF (4.0)","0","0","0","0.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"gsw"
"Quinn Cook","PG (1.0)","0","0","0","0.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"gsw"
"Shaun Livingston","PG (1.0)","0","0","0","0.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"gsw"
"Stephen Curry","PG (1.0)","0","0","0","0.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"gsw"
"Tyler Ulis","PG (1.0)","0","0","0","0.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"gsw"
"Blake Griffin","PF (4.2)","80","2596",".163","2.0","8.83","26.6","12.2","5.5","3.4","0.9","1.8","4.3",2012,"lac"
"Caron Butler","SF (2.9)","78","1879",".054","-1.4","2.11","20.8","5.7","2.0","1.8","0.3","1.3","3.6",2012,"lac"
"Chauncey Billups","SG (2.0)","22","418",".125","0.8","1.09","21.1","3.7","5.6","3.0","0.1","1.4","2.9",2012,"lac"
"Chris Paul","PG (1.0)","70","2335",".370","8.4","18.01","24.4","5.4","13.9","3.3","0.2","3.5","2.9",2012,"lac"
"DaJuan Summers","PF (4.0)","2","7","-.338","-13.6","-0.05","13.7","13.7","6.9","0.0","0.0","0.0","0.0",2012,"lac"
"DeAndre Jordan","C (5.0)","82","2006",".222","3.8","9.27","17.3","14.2","0.7","2.4","2.7","1.1","4.6",2012,"lac"
"Eric Bledsoe","PG (1.0)","76","1554",".173","2.3","5.60","19.9","6.9","7.2","4.2","1.7","3.4","3.5",2012,"lac"
"Grant Hill","SF (3.7)","29","435","-.109","-6.5","-0.98","10.3","5.4","2.9","2.8","0.8","1.2","4.3",2012,"lac"
"Jamal Crawford","SG (2.0)","76","2231",".062","-1.1","2.89","27.0","2.8","4.2","3.1","0.3","1.7","1.5",2012,"lac"
"Lamar Odom","PF (4.0)","82","1616",".092","-0.2","3.09","9.8","14.3","4.2","2.6","1.7","2.0","6.4",2012,"lac"
"Maalik Wayns","PG (1.0)","6","38",".078","-0.6","0.06","25.3","2.5","8.8","2.5","0.0","3.8","10.1",2012,"lac"
"Matt Barnes","SF (3.0)","80","2060",".191","2.9","8.19","19.2","8.5","2.9","2.1","1.5","1.9","5.4",2012,"lac"
"Ronny Turiaf","C (5.0)","65","705",".085","-0.4","1.24","8.2","10.3","2.4","2.0","2.4","1.3","5.4",2012,"lac"
"Ryan Hollins","C (5.0)","60","666",".057","-1.3","0.80","14.8","10.0","0.8","3.2","2.5","0.4","9.6",2012,"lac"
"Willie Green","SG (2.0)","72","1185",".078","-0.7","1.92","18.2","3.9","2.2","1.3","0.5","1.2","3.9",2012,"lac"
"Antawn Jamison","PF (4.0)","22","248","-.138","-7.4","-0.71","16.3","10.6","1.4","1.4","0.6","1.7","5.6",2013,"lac"
"Blake Griffin","PF (4.0)","80","2863",".147","1.5","8.79","32.4","12.7","5.2","3.8","0.9","1.5","4.4",2013,"lac"
"Byron Mullens","FC (5.0)","27","167","-.162","-8.1","-0.56","19.3","9.2","1.7","3.7","0.9","1.7","9.5",2013,"lac"
"Chris Paul","PG (1.0)","62","2171",".357","8.0","16.14","26.2","5.9","14.7","3.2","0.1","3.4","3.5",2013,"lac"
"Danny Granger","SF (4.0)","12","194","-.095","-6.0","-0.38","23.8","6.9","2.0","2.5","1.0","0.7","5.2",2013,"lac"
"Darius Morris","G (2.0)","10","54","-.157","-7.9","-0.18","8.0","4.4","4.4","1.8","0.0","1.8","8.0",2013,"lac"
"Darren Collison","PG (1.1)","80","2069",".157","1.8","6.75","21.1","4.4","6.9","3.1","0.3","2.2","3.5",2013,"lac"
"DeAndre Jordan","C (5.0)","82","2870",".341","7.5","20.39","14.3","18.6","1.2","2.1","3.4","1.3","4.4",2013,"lac"
"Glen Davis","PF (4.0)","23","308",".004","-2.9","0.03","15.0","10.8","1.1","2.6","1.1","1.9","7.5",2013,"lac"
"Hedo Turkoglu","F (4.0)","38","392",".047","-1.6","0.38","14.1","10.9","4.0","2.0","1.2","2.3","6.1",2013,"lac"
"Jamal Crawford","SG (2.4)","69","2094",".054","-1.4","2.34","29.4","3.6","5.1","3.1","0.3","1.4","2.8",2013,"lac"
"Jared Dudley","SF (3.2)","74","1729",".039","-1.9","1.42","14.2","4.4","2.9","1.6","0.3","1.1","4.1",2013,"lac"
"J.J. Redick","SG (2.0)","35","987",".113","0.4","2.33","25.9","3.6","3.8","2.0","0.1","1.4","3.2",2013,"lac"
"Maalik Wayns","G (2.0)","2","9",".349","7.8","0.07","10.7","10.7","10.7","0.0","0.0","10.7","21.3",2013,"lac"
"Matt Barnes","SF (3.0)","63","1735",".123","0.7","4.44","17.3","8.1","3.5","2.4","0.8","1.5","5.1",2013,"lac"
"Reggie Bullock","GF (3.0)","43","395","-.003","-3.2","-0.02","14.0","6.6","1.5","1.6","0.1","1.1","3.2",2013,"lac"
"Ryan Hollins","C (5.0)","61","482",".098","-0.0","0.98","14.0","9.0","0.8","2.9","3.1","0.9","8.7",2013,"lac"
"Sasha Vujacic","SG (3.0)","2","10","-.264","-11.3","-0.05","24.0","14.4","0.0","14.4","0.0","4.8","4.8",2013,"lac"
"Stephen Jackson","GF (3.0)","9","107","-.166","-8.2","-0.37","6.7","4.5","2.2","2.7","0.4","2.7","4.9",2013,"lac"
"Willie Green","SG (2.0)","55","869","-.045","-4.5","-0.81","15.1","4.3","2.8","1.9","0.6","1.2","5.3",2013,"lac"
"Austin Rivers","PG (1.5)","41","791","0","-3.1","-0.00","17.7","5.1","4.1","2.1","0.4","1.8","4.9",2014,"lac"
"Blake Griffin","PF (4.0)","67","2356",".084","-0.5","4.12","29.9","10.3","7.2","3.1","0.7","1.3","4.0",2014,"lac"
"Chris Douglas-Roberts","SF (3.0)","12","103","-.064","-5.1","-0.14","8.9","5.6","1.9","0.0","0.0","0.5","6.5",2014,"lac"
"Chris Paul","PG (1.0)","82","2857",".345","7.6","20.51","26.3","6.3","14.1","3.2","0.3","2.6","3.4",2014,"lac"
"C.J. Wilcox","SG (3.0)","21","101","-.069","-5.2","-0.14","19.5","3.3","3.8","4.8","0.5","1.4","3.3",2014,"lac"
"Dahntay Jones","GF (3.0)","33","123","-.100","-6.2","-0.26","8.2","4.3","0.8","0.4","0.0","1.2","9.0",2014,"lac"
"DeAndre Jordan","C (4.9)","82","2820",".398","9.3","23.39","16.1","20.9","1.0","1.9","3.1","1.4","4.2",2014,"lac"
"Ekpe Udoh","FC (4.0)","33","128",".071","-0.9","0.19","10.9","9.8","3.0","2.6","2.6","3.0","7.5",2014,"lac"
"Glen Davis","PF (4.0)","74","904","-.041","-4.4","-0.78","15.6","9.0","2.1","2.1","1.1","2.2","7.0",2014,"lac"
"Hedo Turkoglu","SF (3.6)","62","705",".048","-1.6","0.71","15.8","6.7","2.5","2.0","0.5","1.3","4.5",2014,"lac"
"Jamal Crawford","SG (2.4)","64","1703",".017","-2.5","0.61","28.5","3.5","4.5","2.6","0.4","1.7","3.0",2014,"lac"
"Jared Cunningham","G (2.0)","19","89","-.137","-7.4","-0.25","18.9","4.9","5.4","3.8","0.0","1.6","6.5",2014,"lac"
"J.J. Redick","SG (2.0)","78","2409",".118","0.6","5.92","25.4","3.3","2.7","1.9","0.2","0.8","2.7",2014,"lac"
"Jordan Farmar","PG (1.0)","36","529",".018","-2.5","0.20","15.2","3.8","6.1","2.9","0.5","1.8","4.7",2014,"lac"
"Jordan Hamilton","SF (3.0)","14","122",".043","-1.7","0.11","15.0","6.3","2.8","1.6","0.0","0.8","5.5",2014,"lac"
"Lester Hudson","G (2.0)","5","56",".271","5.3","0.32","15.4","6.9","4.3","2.6","0.9","5.1","3.4",2014,"lac"
"Matt Barnes","SF (3.0)","76","2271",".114","0.5","5.37","16.1","6.4","2.4","1.8","1.1","1.4","5.1",2014,"lac"
"Nate Robinson","PG (1.0)","9","126","-.056","-4.8","-0.15","17.5","4.2","7.6","3.0","0.0","2.3","3.0",2014,"lac"
"Reggie Bullock","GF (3.0)","25","263",".145","1.4","0.79","11.9","7.3","1.1","1.1","0.4","1.6","3.1",2014,"lac"
"Spencer Hawes","C (5.0)","73","1274","-.085","-5.7","-2.27","16.0","9.7","3.3","2.3","2.0","0.9","6.5",2014,"lac"
"Alex Stepheson","SF (4.0)","4","12",".010","-2.8","0.00","8.0","8.0","0.0","0.0","8.0","0.0","16.0",2015,"lac"
"Austin Rivers","G (1.5)","67","1464",".013","-2.7","0.41","19.4","4.3","3.2","2.0","0.3","1.6","4.5",2015,"lac"
"Blake Griffin","PF (4.4)","35","1170",".071","-0.9","1.72","30.7","12.1","7.0","3.4","0.7","1.1","3.9",2015,"lac"
"Branden Dawson","F (4.0)","6","29","-.014","-3.5","-0.01","8.3","6.6","0.0","0.0","1.7","0.0","3.3",2015,"lac"
"Chris Paul","PG (1.0)","74","2420",".303","6.3","15.26","28.7","6.1","14.6","3.8","0.3","3.0","3.7",2015,"lac"
"C.J. Wilcox","SG (3.0)","23","167",".047","-1.6","0.16","20.1","3.4","2.9","0.6","0.6","2.9","4.3",2015,"lac"
"Cole Aldrich","C (5.0)","60","800",".295","6.1","4.91","19.7","17.3","3.0","3.8","4.1","2.8","8.3",2015,"lac"
"DeAndre Jordan","C (5.0)","77","2598",".349","7.8","18.91","18.1","19.6","1.7","2.0","3.3","0.9","3.8",2015,"lac"
"Jamal Crawford","SG (2.5)","79","2126",".010","-2.8","0.46","25.3","3.3","4.1","2.6","0.3","1.2","2.8",2015,"lac"
"Jeff Ayres","FC (5.0)","17","107","-.045","-4.5","-0.10","13.5","9.9","2.2","2.7","1.3","0.0","8.1",2015,"lac"
"Jeff Green","PF (4.0)","27","709","-.084","-5.7","-1.24","19.8","6.2","2.7","1.6","1.4","1.2","4.2",2015,"lac"
"J.J. Redick","SG (2.0)","75","2097",".137","1.2","5.97","28.1","3.2","2.4","1.8","0.1","1.0","3.1",2015,"lac"
"Josh Smith","F (4.0)","32","459","-.024","-3.8","-0.23","18.9","13.1","4.4","4.3","3.6","1.9","6.5",2015,"lac"
"Lance Stephenson","SG (3.0)","43","680",".104","0.2","1.48","14.4","7.6","4.2","3.4","0.2","1.7","5.6",2015,"lac"
"Luc Richard Mbah a Moute","SF (3.6)","75","1274",".041","-1.8","1.08","8.7","6.4","1.1","1.3","0.7","1.7","3.8",2015,"lac"
"Pablo Prigioni","PG (1.0)","59","823",".156","1.8","2.67","8.5","6.6","7.6","2.9","0.1","3.1","4.8",2015,"lac"
"Paul Pierce","F (4.0)","68","1231","-.118","-6.7","-3.01","16.3","7.3","2.8","2.3","0.7","1.3","5.0",2015,"lac"
"Wesley Johnson","SF (3.0)","80","1666",".111","0.4","3.86","15.8","7.1","1.4","1.6","1.6","2.6","5.0",2015,"lac"
"Alan Anderson","SF (3.0)","30","308","-.051","-4.7","-0.33","13.4","3.7","1.7","1.1","0.0","0.5","5.4",2016,"lac"
"Austin Rivers","SG (2.0)","74","2054",".029","-2.2","1.25","20.8","3.8","4.7","2.7","0.2","1.1","4.4",2016,"lac"
"Blake Griffin","PF (4.0)","61","2076",".133","1.1","5.77","30.4","11.5","6.9","3.2","0.6","1.3","3.6",2016,"lac"
"Brandon Bass","PF (4.0)","52","577",".177","2.4","2.13","24.3","10.7","1.7","2.5","0.9","1.2","3.7",2016,"lac"
"Brice Johnson","PF (4.0)","3","9","-.093","-6.0","-0.02","20.9","15.7","5.2","5.2","5.2","10.4","0.0",2016,"lac"
"Chris Paul","PG (1.0)","61","1921",".375","8.6","15.01","27.6","7.6","14.1","3.7","0.2","3.0","3.6",2016,"lac"
"DeAndre Jordan","C (5.0)","81","2570",".390","9.0","20.87","19.2","20.8","1.8","2.2","2.5","1.0","4.0",2016,"lac"
"Diamond Stone","C (5.0)","7","24","-.568","-20.7","-0.29","19.8","11.9","0.0","4.0","2.0","0.0","9.9",2016,"lac"
