"name","pos","gp","min","wp48","pop48","wins","pts","reb","ast","to","blk","stl","pf","year","team"
"Isaiah Hartenstein","C (5.0)","0","0","0","0.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"hou"
"James Ennis III","SF (3.0)","0","0","0","0.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"hou"
"James Harden","SG (2.0)","0","0","0","0.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"hou"
"Marquese Chriss","PF (4.0)","0","0","0","0.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"hou"
"Michael Carter-Williams","PG (1.0)","0","0","0","0.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"hou"
"Nene Hilario","FC (4.5)","0","0","0","0.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"hou"
"P.J. Tucker","PF (4.0)","0","0","0","0.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"hou"
"Rob Gray","PG (1.0)","0","0","0","0.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"hou"
"Vincent Edwards","SF (3.0)","0","0","0","0.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"hou"
"Zhou Qi","PF (4.0)","0","0","0","0.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"hou"
"Austin Daye","SF (3.7)","31","327",".074","-0.8","0.50","18.3","8.8","3.1","2.3","2.1","1.3","5.7",2012,"mem"
"Chris Johnson","SF (3.0)","8","101",".177","2.4","0.37","13.8","5.2","1.0","1.4","0.0","1.9","2.4",2012,"mem"
"Darrell Arthur","PF (4.0)","59","971","-.029","-4.0","-0.59","17.9","8.4","1.6","2.2","1.6","1.2","6.2",2012,"mem"
"Dexter Pittman","C (5.0)","7","19","-.452","-17.1","-0.18","5.1","12.6","0.0","2.5","0.0","0.0","10.1",2012,"mem"
"Ed Davis","PF (4.0)","36","540",".226","3.9","2.54","16.4","14.2","0.7","1.6","4.2","1.2","7.1",2012,"mem"
"Hamed Haddadi","C (5.0)","13","88",".016","-2.6","0.03","8.2","13.1","2.2","2.2","3.3","0.5","8.2",2012,"mem"
"Jerryd Bayless","PG (1.4)","80","1764",".088","-0.4","3.22","18.9","4.8","7.2","3.3","0.5","1.6","4.6",2012,"mem"
"Jon Leuer","PF (5.0)","19","97",".239","4.4","0.48","16.8","11.9","1.5","1.5","0.0","2.0","4.9",2012,"mem"
"Josh Selby","PG (1.0)","10","58","-.325","-13.2","-0.39","16.6","4.1","3.3","5.8","0.0","1.7","5.8",2012,"mem"
"Keyon Dooling","G (2.0)","7","82",".072","-0.8","0.12","18.1","0.6","4.7","2.9","0.0","0.6","4.7",2012,"mem"
"Marc Gasol","C (5.0)","80","2798",".200","3.1","11.67","19.3","10.7","5.5","2.7","2.4","1.4","4.4",2012,"mem"
"Marreese Speights","C (5.0)","40","576",".072","-0.8","0.87","21.8","15.8","1.5","2.9","2.2","0.8","7.2",2012,"mem"
"Mike Conley","PG (1.0)","80","2758",".217","3.7","12.45","20.3","3.9","8.5","3.3","0.4","3.0","3.0",2012,"mem"
"Quincy Pondexter","SF (2.8)","59","1242",".154","1.7","3.99","14.5","5.1","2.4","1.6","0.2","1.4","3.7",2012,"mem"
"Rudy Gay","SF (3.0)","42","1541",".059","-1.2","1.91","22.5","7.8","3.4","3.2","1.0","1.7","2.7",2012,"mem"
"Tayshaun Prince","SF (3.0)","37","1172",".114","0.5","2.78","13.3","6.3","3.5","1.4","0.5","1.1","1.7",2012,"mem"
"Tony Allen","SG (2.0)","79","2113",".165","2.1","7.28","16.0","8.2","2.2","2.1","1.0","2.7","4.8",2012,"mem"
"Tony Wroten","SG (2.0)","35","270","-.013","-3.5","-0.07","16.2","5.0","7.6","5.2","0.7","1.4","6.0",2012,"mem"
"Wayne Ellington","SG (2.0)","40","676",".080","-0.6","1.13","15.5","3.7","3.0","1.7","0.1","1.1","2.7",2012,"mem"
"Zach Randolph","PF (4.1)","76","2603",".147","1.5","7.95","21.6","15.7","2.0","2.8","0.6","1.1","3.3",2012,"mem"
"Beno Udrih","PG (1.0)","10","55",".091","-0.2","0.10","23.6","1.7","5.2","4.4","0.9","0.9","3.5",2013,"mem"
"Courtney Lee","SG (2.0)","49","1469",".129","0.9","3.95","17.6","4.5","2.7","1.6","0.6","1.5","2.9",2013,"mem"
"Darius Morris","PG (2.0)","5","66",".050","-1.5","0.07","10.9","5.8","5.8","4.4","0.0","2.2","2.2",2013,"mem"
"Ed Davis","PF (4.0)","63","956",".127","0.9","2.52","17.9","13.1","1.4","2.0","2.2","0.9","5.7",2013,"mem"
"Jamaal Franklin","GF (2.5)","21","161","-.030","-4.0","-0.10","11.6","6.9","1.8","3.3","0.6","1.2","6.9",2013,"mem"
"James Johnson","SF (4.0)","52","956",".124","0.8","2.46","19.3","8.3","5.6","3.3","2.9","2.1","5.1",2013,"mem"
"Jerryd Bayless","PG (1.2)","31","650","-.008","-3.3","-0.11","18.5","4.4","4.9","1.6","0.4","1.5","5.3",2013,"mem"
"Jon Leuer","FC (4.5)","49","642",".105","0.2","1.41","22.6","11.8","1.5","2.0","1.0","1.3","4.7",2013,"mem"
"Kosta Koufos","C (5.0)","80","1349",".128","0.9","3.61","18.3","14.9","1.4","2.4","2.5","1.1","6.5",2013,"mem"
"Marc Gasol","C (5.0)","59","1970",".093","-0.2","3.80","20.9","10.3","5.2","2.7","1.9","1.4","3.7",2013,"mem"
"Mike Conley","PG (1.0)","73","2446",".169","2.2","8.60","24.6","4.2","8.7","2.9","0.3","2.2","2.8",2013,"mem"
"Mike Miller","GF (2.7)","82","1707",".156","1.8","5.53","16.3","5.8","3.7","2.2","0.1","0.7","2.7",2013,"mem"
"Nick Calathes","PG (2.0)","71","1173",".108","0.3","2.65","14.2","5.6","8.5","4.1","0.3","2.7","4.8",2013,"mem"
"Quincy Pondexter","GF (2.5)","15","270",".039","-1.9","0.22","16.7","4.6","3.6","2.7","0.2","0.9","3.2",2013,"mem"
"Seth Curry","PG (1.0)","1","4",".035","-2.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2013,"mem"
"Tayshaun Prince","SF (3.1)","76","1948",".047","-1.6","1.90","11.2","5.8","2.9","1.0","0.5","1.0","1.6",2013,"mem"
"Tony Allen","SG (2.0)","55","1278",".169","2.2","4.51","18.6","7.8","3.5","3.4","0.7","3.4","4.5",2013,"mem"
"Zach Randolph","PF (4.0)","79","2705",".061","-1.2","3.45","24.3","14.1","3.5","3.2","0.4","1.0","3.7",2013,"mem"
"Beno Udrih","PG (1.0)","79","1494",".125","0.8","3.88","19.4","4.6","7.1","2.9","0.3","1.5","2.8",2014,"mem"
"Courtney Lee","SG (2.0)","77","2354",".115","0.5","5.62","15.8","3.6","3.1","1.6","0.2","1.5","2.6",2014,"mem"
"JaMychal Green","PF (4.0)","20","139",".144","1.4","0.42","18.6","13.5","1.4","4.1","1.0","1.7","6.6",2014,"mem"
"Jarnell Stokes","PF (4.0)","19","126",".160","1.9","0.42","21.7","13.0","1.5","2.7","1.9","1.9","9.5",2014,"mem"
"Jeff Green","SF (3.4)","45","1361",".066","-1.0","1.88","20.7","6.6","2.9","1.8","0.7","0.9","2.9",2014,"mem"
"Jon Leuer","PF (4.0)","63","824",".007","-2.9","0.12","16.7","12.1","2.7","2.0","0.5","1.0","5.0",2014,"mem"
"Jordan Adams","SG (2.0)","30","248",".087","-0.4","0.45","18.2","5.4","3.1","2.7","1.4","3.1","4.6",2014,"mem"
"Kalin Lucas","PG (1.0)","1","6","-.008","-3.3","-0.00","0.0","0.0","0.0","0.0","0.0","8.0","0.0",2014,"mem"
"Kosta Koufos","C (5.0)","81","1348",".143","1.4","4.01","14.9","15.2","1.3","2.5","2.2","1.0","5.3",2014,"mem"
"Marc Gasol","C (5.0)","81","2687",".138","1.2","7.75","25.2","11.3","5.5","3.1","2.3","1.3","3.7",2014,"mem"
"Mike Conley","PG (1.0)","70","2225",".150","1.6","6.95","23.9","4.5","8.1","3.4","0.3","1.9","3.0",2014,"mem"
"Nick Calathes","G (1.7)","58","838",".108","0.3","1.88","13.9","6.1","8.4","3.5","0.3","3.6","5.7",2014,"mem"
"Quincy Pondexter","GF (2.5)","30","540",".032","-2.1","0.36","11.9","5.1","2.5","0.9","0.4","0.4","4.2",2014,"mem"
"Russ Smith","PG (1.0)","6","36",".095","-0.1","0.07","33.3","4.0","8.0","6.7","0.0","4.0","9.3",2014,"mem"
"Tayshaun Prince","SF (3.0)","26","628",".104","0.2","1.36","14.5","6.3","2.8","1.1","0.5","0.7","1.7",2014,"mem"
"Tony Allen","GF (2.7)","63","1648",".220","3.8","7.54","15.7","8.2","2.5","2.5","0.9","3.8","4.8",2014,"mem"
"Tyrus Thomas","PF (4.0)","2","7",".457","11.1","0.07","27.4","0.0","6.9","0.0","0.0","0.0","0.0",2014,"mem"
"Vince Carter","SF (3.0)","66","1091",".007","-2.8","0.17","16.9","5.9","3.5","1.9","0.6","1.9","4.5",2014,"mem"
"Zach Randolph","PF (4.0)","71","2304",".140","1.3","6.74","23.8","15.6","3.2","3.2","0.3","1.4","3.6",2014,"mem"
"Alex Stepheson","SF (3.0)","4","61",".238","4.3","0.30","15.7","20.5","1.6","0.0","2.4","0.8","6.3",2015,"mem"
"Beno Udrih","PG (1.0)","8","120","-.015","-3.6","-0.04","18.8","3.6","10.4","4.4","0.4","1.2","4.4",2015,"mem"
"Brandan Wright","FC (5.0)","12","212",".186","2.7","0.82","18.8","9.7","1.4","2.3","3.4","1.1","4.8",2015,"mem"
"Briante Weber","PG (1.0)","6","166",".066","-1.0","0.23","8.4","6.9","5.8","2.6","0.9","2.6","3.2",2015,"mem"
"Bryce Cotton","PG (1.0)","5","6",".449","10.9","0.06","32.0","0.0","0.0","0.0","0.0","0.0","0.0",2015,"mem"
"Chris Andersen","C (5.0)","20","366",".221","3.8","1.68","12.1","11.7","1.2","0.9","1.3","1.8","3.3",2015,"mem"
"Courtney Lee","SG (2.0)","51","1489",".107","0.2","3.31","16.5","3.8","2.4","1.6","0.5","1.7","2.5",2015,"mem"
"Elliot Williams","SG (2.0)","5","45","-.064","-5.1","-0.06","8.5","4.3","4.3","1.1","0.0","1.1","2.1",2015,"mem"
"James Ennis","GF (3.0)","10","40",".260","5.0","0.22","19.2","8.4","2.4","2.4","2.4","4.8","1.2",2015,"mem"
"JaMychal Green","PF (3.8)","78","1446",".063","-1.1","1.89","19.2","12.4","2.2","2.8","1.1","1.5","6.3",2015,"mem"
"Jarell Martin","PF (5.0)","27","380",".016","-2.6","0.13","19.3","10.9","1.9","2.4","0.9","1.0","7.3",2015,"mem"
"Jarnell Stokes","PF (5.0)","2","4",".509","12.7","0.04","0.0","24.0","0.0","0.0","0.0","0.0","0.0",2015,"mem"
"Jeff Green","PF (4.0)","53","1544","-.030","-4.0","-0.98","20.1","7.5","3.0","2.1","0.6","1.2","3.2",2015,"mem"
"Jordan Adams","SG (2.0)","2","15",".067","-1.0","0.02","22.4","6.4","9.6","6.4","0.0","9.6","6.4",2015,"mem"
"Jordan Farmar","PG (1.2)","12","291",".072","-0.8","0.44","18.1","4.1","6.1","3.0","0.3","2.5","3.6",2015,"mem"
"Lance Stephenson","SF (3.0)","26","692",".104","0.1","1.50","25.6","8.0","5.1","3.2","0.4","1.3","3.9",2015,"mem"
"Marc Gasol","C (5.0)","52","1791",".034","-2.0","1.28","23.1","9.7","5.3","3.2","1.9","1.3","3.8",2015,"mem"
"Mario Chalmers","PG (2.0)","55","1253",".164","2.0","4.29","22.8","5.5","8.1","3.9","0.5","3.1","6.3",2015,"mem"
"Matt Barnes","SF (3.0)","76","2190",".109","0.3","4.99","16.6","9.2","3.6","2.7","1.2","1.7","5.1",2015,"mem"
"Mike Conley","PG (1.0)","56","1761",".162","2.0","5.94","23.4","4.5","9.3","2.3","0.4","1.8","2.7",2015,"mem"
"P.J. Hairston","SG (2.0)","18","375","-.087","-5.8","-0.68","15.9","5.9","1.2","2.2","0.5","1.0","4.0",2015,"mem"
"Ray McCallum","PG (2.0)","10","219","-.061","-5.0","-0.28","15.1","3.5","5.9","2.8","0.7","1.5","3.3",2015,"mem"
"Russ Smith","PG (1.0)","15","66","-.033","-4.1","-0.05","16.7","6.5","8.0","5.1","0.7","3.6","3.6",2015,"mem"
"Ryan Hollins","C (5.0)","32","412",".105","0.2","0.90","13.5","10.1","1.2","2.4","2.3","0.7","6.8",2015,"mem"
"Tony Allen","PG (1.0)","64","1620",".130","1.0","4.38","15.9","8.8","2.1","2.3","0.5","3.3","5.2",2015,"mem"
"Vince Carter","GF (2.7)","60","1005",".100","0.0","2.09","18.9","7.0","2.7","1.7","0.8","1.8","4.8",2015,"mem"
"Xavier Munford","SG (2.0)","14","244",".038","-1.9","0.19","15.7","6.1","4.3","3.0","0.6","2.6","4.9",2015,"mem"
"Zach Randolph","PF (4.4)","68","2016",".055","-1.4","2.31","24.8","12.6","3.4","2.5","0.3","1.0","3.5",2015,"mem"
"Andrew Harrison","SG (2.0)","72","1474",".042","-1.8","1.30","13.8","4.5","6.4","2.8","0.7","1.7","6.3",2016,"mem"
"Brandan Wright","PF (5.0)","28","447",".179","2.5","1.67","20.3","8.3","1.6","1.1","2.1","1.2","4.5",2016,"mem"
"Chandler Parsons","SF (3.4)","34","675","-.046","-4.5","-0.65","14.9","6.0","3.9","1.7","0.4","1.4","3.7",2016,"mem"
"Deyonta Davis","C (5.0)","36","238",".087","-0.4","0.43","11.7","12.1","0.4","1.6","3.4","0.8","8.1",2016,"mem"
"James Ennis","SF (3.0)","64","1501",".185","2.7","5.77","13.7","8.3","2.0","1.9","0.6","1.5","5.3",2016,"mem"
"JaMychal Green","PF (4.0)","77","2101",".137","1.2","6.00","15.7","12.4","1.9","2.1","0.8","1.1","5.7",2016,"mem"
"Jarell Martin","PF (5.0)","42","558","-.003","-3.2","-0.04","14.2","13.9","0.7","2.4","0.8","1.5","7.8",2016,"mem"
"Marc Gasol","C (5.0)","74","2531",".092","-0.2","4.83","27.4","8.7","6.4","3.1","1.9","1.3","3.2",2016,"mem"
"Mike Conley","PG (1.0)","69","2292",".260","5.0","12.43","29.6","5.1","9.0","3.3","0.4","1.9","2.6",2016,"mem"
"Toney Douglas","PG (1.0)","24","394",".061","-1.2","0.50","14.3","7.3","6.8","2.7","0.6","2.2","6.1",2016,"mem"
"Tony Allen","SG (1.5)","71","1914",".185","2.7","7.39","16.1","9.9","2.5","2.5","0.7","2.9","4.5",2016,"mem"
"Troy Daniels","SG (2.0)","67","1183",".015","-2.6","0.36","22.4","4.0","1.8","1.8","0.1","0.9","3.7",2016,"mem"
"Troy Williams","SF (3.0)","24","418",".027","-2.2","0.23","14.6","5.1","2.2","3.1","1.0","2.9","4.8",2016,"mem"
"Vince Carter","SG (2.9)","73","1800",".160","1.9","6.00","15.6","6.0","3.5","1.3","1.0","1.6","4.3",2016,"mem"
"Wade Baldwin IV","PG (1.0)","33","405","-.047","-4.5","-0.40","12.6","5.5","7.3","4.7","0.8","2.3","4.7",2016,"mem"
"Wayne Selden Jr.","SG (2.0)","11","189","-.023","-3.8","-0.09","14.0","2.8","3.0","2.3","0.3","1.0","3.0",2016,"mem"
"Zach Randolph","PF (4.1)","73","1786",".060","-1.2","2.21","27.6","16.1","3.3","2.7","0.3","1.0","3.7",2016,"mem"
"Andrew Harrison","PG (1.0)","56","1326",".042","-1.8","1.16","19.3","4.7","6.4","2.9","0.9","1.4","5.0",2017,"mem"
"Ben McLemore","SF (2.8)","56","1091",".014","-2.6","0.31","18.6","6.1","2.2","2.7","0.7","1.7","6.1",2017,"mem"
"Brandan Wright","FC (4.0)","27","366",".255","4.9","1.95","17.7","12.2","1.7","1.0","3.3","1.7","3.8",2017,"mem"
"Briante Weber","PG (1.0)","5","119",".116","0.5","0.29","9.7","6.9","3.6","3.2","0.8","3.2","4.0",2017,"mem"
"Brice Johnson","PF (4.0)","9","60",".026","-2.3","0.03","21.6","14.4","0.8","0.8","3.2","2.4","4.8",2017,"mem"
"Chandler Parsons","F (3.4)","36","691",".089","-0.3","1.29","19.7","6.3","4.8","2.4","0.8","1.3","3.7",2017,"mem"
"Deyonta Davis","C (5.0)","62","943",".167","2.1","3.28","18.3","12.7","2.0","1.6","2.0","0.8","6.4",2017,"mem"
"Dillon Brooks","SF (3.0)","82","2350",".023","-2.4","1.12","18.3","5.2","2.8","2.5","0.3","1.5","4.8",2017,"mem"
"Ivan Rabb","C (5.0)","36","516",".177","2.4","1.90","18.7","14.7","3.0","3.3","1.2","1.1","5.1",2017,"mem"
"James Ennis III","GF (2.0)","45","1053",".193","2.9","4.23","14.1","7.2","2.2","1.7","0.5","1.5","3.7",2017,"mem"
"JaMychal Green","PF (4.0)","55","1542",".102","0.1","3.28","17.7","14.4","2.5","2.4","0.8","1.0","4.8",2017,"mem"
"Jarell Martin","FC (4.0)","73","1661","-.035","-4.2","-1.21","16.3","9.2","2.1","2.5","1.4","1.1","6.1",2017,"mem"
"Kobi Simmons","PG (1.0)","32","643","-.052","-4.7","-0.70","14.6","3.7","5.1","3.3","0.4","1.3","4.6",2017,"mem"
"Marc Gasol","C (5.0)","73","2408",".048","-1.6","2.43","25.1","11.8","6.1","3.9","2.0","1.1","3.7",2017,"mem"
"Mario Chalmers","G (1.1)","66","1421",".001","-3.0","0.04","17.1","5.3","6.7","4.0","0.5","2.7","6.0",2017,"mem"
"Marquis Teague","PG (1.0)","3","74","-.029","-4.0","-0.04","7.1","3.9","8.4","1.9","0.0","2.6","3.2",2017,"mem"
"MarShon Brooks","SG (2.0)","7","193",".301","6.3","1.21","35.1","5.5","6.2","4.0","0.7","2.7","1.5",2017,"mem"
"Mike Conley","PG (1.0)","12","373",".005","-2.9","0.04","26.4","3.5","6.3","2.3","0.4","1.5","3.1",2017,"mem"
"Myke Henry","SF (3.0)","20","378",".083","-0.5","0.65","13.6","4.8","2.8","2.4","0.8","3.9","3.6",2017,"mem"
"Omari Johnson","PF (4.0)","4","75",".008","-2.8","0.01","14.1","7.0","4.5","1.9","0.0","1.3","3.8",2017,"mem"
"Tyreke Evans","SG (2.0)","52","1607",".196","3.0","6.55","30.2","7.9","8.0","3.5","0.5","1.7","2.9",2017,"mem"
"Vince Hunter","PF (4.0)","4","7",".431","10.3","0.06","41.1","20.6","0.0","6.9","6.9","0.0","0.0",2017,"mem"
"Wayne Selden Jr.","SG (2.0)","35","692",".011","-2.7","0.16","22.5","3.9","4.6","3.7","0.3","1.2","4.1",2017,"mem"
"Xavier Rathan-Mayes","PG (1.0)","5","118","-.325","-13.2","-0.80","11.8","2.0","7.3","4.5","1.2","2.4","7.3",2017,"mem"
"Andrew Harrison","PG (1.0)","0","0","0","0.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"mem"
"Brandon Goodwin","PG (1.0)","0","0","0","0.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"mem"
"Chandler Parsons","SF (3.0)","0","0","0","0.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"mem"
"Dillon Brooks","SG (2.0)","0","0","0","0.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"mem"
"Doral Moore","C (5.0)","0","0","0","0.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"mem"
"Garrett Temple","SF (3.0)","0","0","0","0.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"mem"
"Ismaila Kane","PF (4.0)","0","0","0","0.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"mem"
"Ivan Rabb","C (5.0)","0","0","0","0.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"mem"
"JaMychal Green","PF (4.0)","0","0","0","0.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"mem"
"Jaren Jackson Jr.","C (5.0)","0","0","0","0.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"mem"
"Jevon Carter","PG (1.0)","0","0","0","0.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"mem"
"Kyle Anderson","SF (3.0)","0","0","0","0.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"mem"
"Marc Gasol","C (5.0)","0","0","0","0.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"mem"
"Markel Crawford","PG (1.0)","0","0","0","0.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"mem"
"MarShon Brooks","GF (2.5)","0","0","0","0.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"mem"
"Mike Conley","PG (1.0)","0","0","0","0.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"mem"
"Omri Casspi","F (3.5)","0","0","0","0.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"mem"
"Shelvin Mack","PG (1.0)","0","0","0","0.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"mem"
"Wayne Selden Jr.","SG (2.0)","0","0","0","0.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"mem"
"Yuta Watanabe","GF (2.5)","0","0","0","0.0","0.00","0.0","0.0","0.0","0.0","0.0","0.0","0.0",2018,"mem"
"Al-Farouq Aminu","SF (3.1)","76","2067",".232","4.1","9.98","12.9","13.6","2.4","2.7","1.2","2.1","3.6",2012,"nor"
"Anthony Davis","PF (4.4)","64","1848",".198","3.1","7.62","22.5","13.6","1.6","2.3","2.9","1.9","4.1",2012,"nor"
"Austin Rivers","PG (1.0)","61","1416","-.087","-5.8","-2.57","12.8","3.7","4.3","2.5","0.3","0.9","4.1",2012,"nor"
"Brian Roberts","PG (1.0)","78","1329",".036","-2.0","1.00","20.0","3.5","7.9","2.6","0.1","1.3","3.9",2012,"nor"
"Darius Miller","SF (3.0)","52","692",".063","-1.1","0.90","8.2","5.4","3.1","1.6","0.8","1.2","6.2",2012,"nor"
"Dominic McGuire","SF (4.0)","9","145",".078","-0.6","0.24","6.3","9.3","3.0","1.7","1.0","2.6","4.3",2012,"nor"
"Donald Sloan","PG (1.0)","3","6","-.130","-7.1","-0.02","0.0","0.0","8.0","8.0","0.0","0.0","0.0",2012,"nor"
"Eric Gordon","PG (1.0)","42","1267","-.050","-4.6","-1.33","27.0","2.9","5.2","4.4","0.3","1.7","2.8",2012,"nor"
"Greivis Vasquez","SG (2.0)","78","2685",".109","0.3","6.11","19.4","6.0","12.6","4.4","0.1","1.2","3.4",2012,"nor"
"Hakim Warrick","PF (4.0)","1","7",".311","6.6","0.05","27.4","0.0","0.0","0.0","0.0","6.9","0.0",2012,"nor"
"Henry Sims","C (5.0)","2","5",".268","5.3","0.03","38.4","19.2","0.0","9.6","0.0","0.0","9.6",2012,"nor"
"Jason Smith","C (5.0)","51","875",".011","-2.7","0.21","23.0","10.2","1.9","3.0","2.5","0.8","6.7",2012,"nor"
"Lance Thomas","SF (3.0)","59","645",".160","1.9","2.15","11.1","8.6","1.3","1.0","0.5","0.8","5.8",2012,"nor"
"Louis Amundson","C (5.0)","18","211",".113","0.4","0.50","10.0","13.2","1.8","1.8","1.4","2.0","6.1",2012,"nor"
"Robin Lopez","C (5.0)","82","2137",".137","1.2","6.10","20.9","10.4","1.4","2.5","2.9","0.7","3.8",2012,"nor"
"Roger Mason","PG (2.0)","69","1222",".076","-0.7","1.94","14.5","5.2","2.9","2.0","0.4","1.0","4.1",2012,"nor"
"Ryan Anderson","PF (4.0)","81","2507",".050","-1.5","2.59","25.1","9.9","1.9","1.9","0.6","0.8","3.4",2012,"nor"
"Terrel Harris","SG (2.0)","13","108","-.287","-12.0","-0.65","2.2","7.6","3.1","5.8","1.3","0.9","6.2",2012,"nor"
"Xavier Henry","SG (3.0)","50","626","-.016","-3.6","-0.20","14.9","6.9","1.0","2.4","0.4","1.2","5.5",2012,"nor"
"Alexis Ajinca","C (5.0)","56","951",".087","-0.4","1.73","16.6","14.0","2.0","3.2","2.3","1.2","9.4",2013,"nor"
"Al-Farouq Aminu","SF (3.0)","80","2045",".192","2.9","8.20","13.4","11.6","2.7","2.1","0.9","1.9","3.5",2013,"nor"
"Anthony Davis","PF (4.0)","67","2358",".236","4.2","11.57","28.4","13.7","2.1","2.2","3.8","1.8","4.1",2013,"nor"
"Anthony Morrow","GF (3.0)","76","1426",".066","-1.0","1.96","21.4","4.7","2.0","1.7","0.4","1.3","3.4",2013,"nor"
"Arinze Onuaku","PF (4.0)","3","25","-.034","-4.1","-0.02","5.8","13.4","5.8","1.9","0.0","0.0","5.8",2013,"nor"
"Austin Rivers","SG (1.5)","69","1339","-.026","-3.9","-0.74","19.0","4.6","5.7","2.8","0.3","1.6","4.8",2013,"nor"
"Brian Roberts","PG (1.0)","72","1667",".037","-1.9","1.28","19.5","3.9","6.7","2.7","0.2","1.2","3.8",2013,"nor"
"Darius Miller","SF (3.0)","45","723",".028","-2.2","0.42","13.3","3.5","2.9","1.5","0.6","1.6","5.8",2013,"nor"
"Eric Gordon","SG (2.0)","64","2057",".037","-1.9","1.58","23.1","3.9","4.9","3.1","0.3","1.7","2.7",2013,"nor"
"Greg Stiemsma","PF (4.0)","55","1007",".082","-0.5","1.72","7.6","10.8","1.7","2.1","2.7","1.7","8.1",2013,"nor"
"James Southerland","SF (3.0)","3","27",".184","2.6","0.10","24.9","14.2","0.0","1.8","3.6","1.8","5.3",2013,"nor"
"Jason Smith","FC (5.0)","31","830","-.034","-4.1","-0.58","17.4","10.5","1.7","1.6","1.7","0.6","5.8",2013,"nor"
"Jeff Withey","C (5.0)","58","684",".154","1.7","2.20","13.3","10.5","1.8","1.4","3.5","1.1","5.1",2013,"nor"
"Josh Childress","GF (3.0)","4","24",".139","1.2","0.07","0.0","6.0","4.0","2.0","0.0","2.0","2.0",2013,"nor"
"Jrue Holiday","PG (1.0)","34","1143",".103","0.1","2.46","20.5","6.0","11.3","4.4","0.5","2.4","3.9",2013,"nor"
"Lance Thomas","F (4.0)","5","42","-.256","-11.0","-0.22","6.9","8.0","3.4","2.3","0.0","0.0","4.6",2013,"nor"
"Louis Amundson","PF (4.0)","18","184",".016","-2.6","0.06","9.9","14.3","1.6","3.7","2.9","2.3","12.8",2013,"nor"
"Luke Babbitt","SF (4.0)","27","473","-.017","-3.6","-0.17","17.3","8.9","2.9","1.5","1.1","0.7","5.3",2013,"nor"
"Melvin Ely","FC (5.0)","2","27","-.227","-10.1","-0.13","10.7","1.8","0.0","0.0","1.8","0.0","8.9",2013,"nor"
"Ryan Anderson","FC (4.8)","22","795",".062","-1.1","1.03","26.3","8.6","1.0","1.2","0.4","0.6","2.8",2013,"nor"
"Tyreke Evans","SG (2.4)","72","2028",".090","-0.3","3.81","24.7","8.1","8.6","4.1","0.5","2.0","3.7",2013,"nor"
"Alexis Ajinca","C (5.0)","68","957",".161","1.9","3.20","22.2","15.8","2.4","3.5","2.6","1.1","7.6",2014,"nor"
"Anthony Davis","PF (4.3)","68","2455",".283","5.7","14.49","32.4","13.6","2.9","1.9","3.9","2.0","2.8",2014,"nor"
"Austin Rivers","SG (2.0)","35","772",".010","-2.8","0.16","14.9","4.2","5.4","1.9","0.4","1.1","4.0",2014,"nor"
"Dante Cunningham","SF (3.0)","66","1652",".118","0.6","4.05","9.9","7.4","1.5","1.0","1.1","1.3","2.9",2014,"nor"
"Darius Miller","SG (3.0)","5","43","-.282","-11.9","-0.25","2.2","1.1","2.2","1.1","0.0","1.1","8.9",2014,"nor"
